scenario,run,week,store_id,model_id,demand_units,sold_units,stockout_units,ending_inventory_units,revenue
low_demand,3,4,ST023,MD025,0,0,0,0,0.0
low_demand,3,4,ST023,MD026,0,0,0,0,0.0
low_demand,3,4,ST023,MD027,1,0,1,0,0.0
low_demand,3,4,ST023,MD028,0,0,0,0,0.0
low_demand,3,4,ST023,MD029,0,0,0,0,0.0
low_demand,3,4,ST023,MD030,0,0,0,0,0.0
low_demand,3,4,ST023,MD031,0,0,0,0,0.0
low_demand,3,4,ST023,MD032,0,0,0,0,0.0
low_demand,3,4,ST023,MD033,0,0,0,0,0.0
low_demand,3,4,ST023,MD034,0,0,0,0,0.0
low_demand,3,4,ST023,MD035,0,0,0,0,0.0
low_demand,3,4,ST023,MD036,0,0,0,0,0.0
low_demand,3,4,ST023,MD037,0,0,0,0,0.0
low_demand,3,4,ST023,MD038,0,0,0,0,0.0
low_demand,3,4,ST023,MD039,0,0,0,0,0.0
low_demand,3,4,ST023,MD040,0,0,0,0,0.0
low_demand,3,4,ST023,MD041,0,0,0,0,0.0
low_demand,3,4,ST023,MD042,0,0,0,0,0.0
low_demand,3,4,ST023,MD043,0,0,0,0,0.0
low_demand,3,4,ST023,MD044,0,0,0,0,0.0
low_demand,3,4,ST023,MD045,0,0,0,0,0.0
low_demand,3,4,ST023,MD046,0,0,0,0,0.0
low_demand,3,4,ST023,MD047,0,0,0,0,0.0
low_demand,3,4,ST023,MD048,0,0,0,0,0.0
low_demand,3,4,ST023,MD049,0,0,0,0,0.0
low_demand,3,4,ST023,MD050,0,0,0,0,0.0
low_demand,3,4,ST023,MD051,0,0,0,0,0.0
low_demand,3,4,ST023,MD052,0,0,0,0,0.0
low_demand,3,4,ST023,MD053,0,0,0,0,0.0
low_demand,3,4,ST023,MD054,0,0,0,0,0.0
low_demand,3,4,ST023,MD055,0,0,0,0,0.0
low_demand,3,4,ST023,MD056,0,0,0,0,0.0
low_demand,3,4,ST023,MD057,0,0,0,0,0.0
low_demand,3,4,ST023,MD058,0,0,0,0,0.0
low_demand,3,4,ST023,MD059,0,0,0,0,0.0
low_demand,3,4,ST023,MD060,0,0,0,0,0.0
low_demand,3,4,ST024,MD001,0,0,0,0,0.0
low_demand,3,4,ST024,MD002,1,0,1,0,0.0
low_demand,3,4,ST024,MD003,1,0,1,0,0.0
low_demand,3,4,ST024,MD004,0,0,0,0,0.0
low_demand,3,4,ST024,MD005,0,0,0,0,0.0
low_demand,3,4,ST024,MD006,0,0,0,0,0.0
low_demand,3,4,ST024,MD007,0,0,0,0,0.0
low_demand,3,4,ST024,MD008,0,0,0,0,0.0
low_demand,3,4,ST024,MD009,0,0,0,0,0.0
low_demand,3,4,ST024,MD010,10,0,10,0,0.0
low_demand,3,4,ST024,MD011,0,0,0,0,0.0
low_demand,3,4,ST024,MD012,9,0,9,0,0.0
low_demand,3,4,ST024,MD013,0,0,0,0,0.0
low_demand,3,4,ST024,MD014,0,0,0,0,0.0
low_demand,3,4,ST024,MD015,0,0,0,0,0.0
low_demand,3,4,ST024,MD016,5,0,5,0,0.0
low_demand,3,4,ST024,MD017,0,0,0,0,0.0
low_demand,3,4,ST024,MD018,0,0,0,0,0.0
low_demand,3,4,ST024,MD019,2,0,2,0,0.0
low_demand,3,4,ST024,MD020,0,0,0,0,0.0
low_demand,3,4,ST024,MD021,3,0,3,0,0.0
low_demand,3,4,ST024,MD022,0,0,0,0,0.0
low_demand,3,4,ST024,MD023,0,0,0,0,0.0
low_demand,3,4,ST024,MD024,0,0,0,0,0.0
low_demand,3,4,ST024,MD025,0,0,0,0,0.0
low_demand,3,4,ST024,MD026,0,0,0,0,0.0
low_demand,3,4,ST024,MD027,1,0,1,0,0.0
low_demand,3,4,ST024,MD028,0,0,0,0,0.0
low_demand,3,4,ST024,MD029,0,0,0,0,0.0
low_demand,3,4,ST024,MD030,0,0,0,0,0.0
low_demand,3,4,ST024,MD031,0,0,0,0,0.0
low_demand,3,4,ST024,MD032,0,0,0,0,0.0
low_demand,3,4,ST024,MD033,0,0,0,0,0.0
low_demand,3,4,ST024,MD034,0,0,0,0,0.0
low_demand,3,4,ST024,MD035,0,0,0,0,0.0
low_demand,3,4,ST024,MD036,0,0,0,0,0.0
low_demand,3,4,ST024,MD037,0,0,0,0,0.0
low_demand,3,4,ST024,MD038,2,0,2,0,0.0
low_demand,3,4,ST024,MD039,0,0,0,0,0.0
low_demand,3,4,ST024,MD040,0,0,0,0,0.0
low_demand,3,4,ST024,MD041,0,0,0,0,0.0
low_demand,3,4,ST024,MD042,0,0,0,0,0.0
low_demand,3,4,ST024,MD043,0,0,0,0,0.0
low_demand,3,4,ST024,MD044,0,0,0,0,0.0
low_demand,3,4,ST024,MD045,0,0,0,0,0.0
low_demand,3,4,ST024,MD046,0,0,0,0,0.0
low_demand,3,4,ST024,MD047,0,0,0,0,0.0
low_demand,3,4,ST024,MD048,0,0,0,0,0.0
low_demand,3,4,ST024,MD049,0,0,0,0,0.0
low_demand,3,4,ST024,MD050,0,0,0,0,0.0
low_demand,3,4,ST024,MD051,0,0,0,0,0.0
low_demand,3,4,ST024,MD052,0,0,0,0,0.0
low_demand,3,4,ST024,MD053,0,0,0,0,0.0
low_demand,3,4,ST024,MD054,0,0,0,0,0.0
low_demand,3,4,ST024,MD055,0,0,0,0,0.0
low_demand,3,4,ST024,MD056,0,0,0,0,0.0
low_demand,3,4,ST024,MD057,0,0,0,0,0.0
low_demand,3,4,ST024,MD058,0,0,0,0,0.0
low_demand,3,4,ST024,MD059,0,0,0,0,0.0
low_demand,3,4,ST024,MD060,0,0,0,0,0.0
low_demand,3,4,ST025,MD001,0,0,0,0,0.0
low_demand,3,4,ST025,MD002,1,0,1,0,0.0
low_demand,3,4,ST025,MD003,2,0,2,0,0.0
low_demand,3,4,ST025,MD004,0,0,0,0,0.0
low_demand,3,4,ST025,MD005,0,0,0,0,0.0
low_demand,3,4,ST025,MD006,0,0,0,0,0.0
low_demand,3,4,ST025,MD007,0,0,0,0,0.0
low_demand,3,4,ST025,MD008,0,0,0,0,0.0
low_demand,3,4,ST025,MD009,0,0,0,0,0.0
low_demand,3,4,ST025,MD010,11,0,11,0,0.0
low_demand,3,4,ST025,MD011,0,0,0,0,0.0
low_demand,3,4,ST025,MD012,14,0,14,0,0.0
low_demand,3,4,ST025,MD013,0,0,0,0,0.0
low_demand,3,4,ST025,MD014,0,0,0,0,0.0
low_demand,3,4,ST025,MD015,0,0,0,0,0.0
low_demand,3,4,ST025,MD016,5,0,5,0,0.0
low_demand,3,4,ST025,MD017,0,0,0,0,0.0
low_demand,3,4,ST025,MD018,0,0,0,0,0.0
low_demand,3,4,ST025,MD019,0,0,0,0,0.0
low_demand,3,4,ST025,MD020,0,0,0,0,0.0
low_demand,3,4,ST025,MD021,3,0,3,0,0.0
low_demand,3,4,ST025,MD022,0,0,0,0,0.0
low_demand,3,4,ST025,MD023,0,0,0,0,0.0
low_demand,3,4,ST025,MD024,1,0,1,0,0.0
low_demand,3,4,ST025,MD025,0,0,0,0,0.0
low_demand,3,4,ST025,MD026,0,0,0,0,0.0
low_demand,3,4,ST025,MD027,1,0,1,0,0.0
low_demand,3,4,ST025,MD028,0,0,0,0,0.0
low_demand,3,4,ST025,MD029,0,0,0,0,0.0
low_demand,3,4,ST025,MD030,0,0,0,0,0.0
low_demand,3,4,ST025,MD031,0,0,0,0,0.0
low_demand,3,4,ST025,MD032,0,0,0,0,0.0
low_demand,3,4,ST025,MD033,0,0,0,0,0.0
low_demand,3,4,ST025,MD034,0,0,0,0,0.0
low_demand,3,4,ST025,MD035,1,0,1,0,0.0
low_demand,3,4,ST025,MD036,0,0,0,0,0.0
low_demand,3,4,ST025,MD037,0,0,0,0,0.0
low_demand,3,4,ST025,MD038,0,0,0,0,0.0
low_demand,3,4,ST025,MD039,0,0,0,0,0.0
low_demand,3,4,ST025,MD040,0,0,0,0,0.0
low_demand,3,4,ST025,MD041,0,0,0,0,0.0
low_demand,3,4,ST025,MD042,0,0,0,0,0.0
low_demand,3,4,ST025,MD043,0,0,0,0,0.0
low_demand,3,4,ST025,MD044,0,0,0,0,0.0
low_demand,3,4,ST025,MD045,0,0,0,0,0.0
low_demand,3,4,ST025,MD046,0,0,0,0,0.0
low_demand,3,4,ST025,MD047,0,0,0,0,0.0
low_demand,3,4,ST025,MD048,0,0,0,0,0.0
low_demand,3,4,ST025,MD049,0,0,0,0,0.0
low_demand,3,4,ST025,MD050,0,0,0,0,0.0
low_demand,3,4,ST025,MD051,0,0,0,0,0.0
low_demand,3,4,ST025,MD052,0,0,0,0,0.0
low_demand,3,4,ST025,MD053,0,0,0,0,0.0
low_demand,3,4,ST025,MD054,0,0,0,0,0.0
low_demand,3,4,ST025,MD055,0,0,0,0,0.0
low_demand,3,4,ST025,MD056,0,0,0,0,0.0
low_demand,3,4,ST025,MD057,0,0,0,0,0.0
low_demand,3,4,ST025,MD058,0,0,0,0,0.0
low_demand,3,4,ST025,MD059,0,0,0,0,0.0
low_demand,3,4,ST025,MD060,0,0,0,0,0.0
low_demand,3,5,ST001,MD001,1,0,1,0,0.0
low_demand,3,5,ST001,MD002,1,0,1,0,0.0
low_demand,3,5,ST001,MD003,0,0,0,0,0.0
low_demand,3,5,ST001,MD004,0,0,0,0,0.0
low_demand,3,5,ST001,MD005,0,0,0,0,0.0
low_demand,3,5,ST001,MD006,0,0,0,0,0.0
low_demand,3,5,ST001,MD007,0,0,0,0,0.0
low_demand,3,5,ST001,MD008,0,0,0,0,0.0
low_demand,3,5,ST001,MD009,0,0,0,0,0.0
low_demand,3,5,ST001,MD010,13,0,13,0,0.0
low_demand,3,5,ST001,MD011,0,0,0,0,0.0
low_demand,3,5,ST001,MD012,3,0,3,0,0.0
low_demand,3,5,ST001,MD013,0,0,0,0,0.0
low_demand,3,5,ST001,MD014,0,0,0,0,0.0
low_demand,3,5,ST001,MD015,0,0,0,0,0.0
low_demand,3,5,ST001,MD016,1,0,1,0,0.0
low_demand,3,5,ST001,MD017,0,0,0,0,0.0
low_demand,3,5,ST001,MD018,0,0,0,0,0.0
low_demand,3,5,ST001,MD019,1,0,1,0,0.0
low_demand,3,5,ST001,MD020,1,0,1,0,0.0
low_demand,3,5,ST001,MD021,1,0,1,0,0.0
low_demand,3,5,ST001,MD022,0,0,0,0,0.0
low_demand,3,5,ST001,MD023,0,0,0,0,0.0
low_demand,3,5,ST001,MD024,0,0,0,0,0.0
low_demand,3,5,ST001,MD025,0,0,0,0,0.0
low_demand,3,5,ST001,MD026,0,0,0,0,0.0
low_demand,3,5,ST001,MD027,1,0,1,0,0.0
low_demand,3,5,ST001,MD028,0,0,0,0,0.0
low_demand,3,5,ST001,MD029,0,0,0,0,0.0
low_demand,3,5,ST001,MD030,0,0,0,0,0.0
low_demand,3,5,ST001,MD031,0,0,0,0,0.0
low_demand,3,5,ST001,MD032,0,0,0,0,0.0
low_demand,3,5,ST001,MD033,0,0,0,0,0.0
low_demand,3,5,ST001,MD034,0,0,0,0,0.0
low_demand,3,5,ST001,MD035,1,0,1,0,0.0
low_demand,3,5,ST001,MD036,0,0,0,0,0.0
low_demand,3,5,ST001,MD037,1,0,1,0,0.0
low_demand,3,5,ST001,MD038,4,0,4,0,0.0
low_demand,3,5,ST001,MD039,1,0,1,0,0.0
low_demand,3,5,ST001,MD040,0,0,0,0,0.0
low_demand,3,5,ST001,MD041,0,0,0,0,0.0
low_demand,3,5,ST001,MD042,0,0,0,0,0.0
low_demand,3,5,ST001,MD043,0,0,0,0,0.0
low_demand,3,5,ST001,MD044,1,0,1,0,0.0
low_demand,3,5,ST001,MD045,0,0,0,0,0.0
low_demand,3,5,ST001,MD046,0,0,0,0,0.0
low_demand,3,5,ST001,MD047,0,0,0,0,0.0
low_demand,3,5,ST001,MD048,0,0,0,0,0.0
low_demand,3,5,ST001,MD049,0,0,0,0,0.0
low_demand,3,5,ST001,MD050,0,0,0,0,0.0
low_demand,3,5,ST001,MD051,0,0,0,0,0.0
low_demand,3,5,ST001,MD052,3,0,3,0,0.0
low_demand,3,5,ST001,MD053,0,0,0,0,0.0
low_demand,3,5,ST001,MD054,0,0,0,0,0.0
low_demand,3,5,ST001,MD055,1,0,1,0,0.0
low_demand,3,5,ST001,MD056,0,0,0,0,0.0
low_demand,3,5,ST001,MD057,0,0,0,0,0.0
low_demand,3,5,ST001,MD058,1,0,1,0,0.0
low_demand,3,5,ST001,MD059,0,0,0,0,0.0
low_demand,3,5,ST001,MD060,0,0,0,0,0.0
low_demand,3,5,ST002,MD001,0,0,0,0,0.0
low_demand,3,5,ST002,MD002,1,0,1,0,0.0
low_demand,3,5,ST002,MD003,1,0,1,0,0.0
low_demand,3,5,ST002,MD004,0,0,0,0,0.0
low_demand,3,5,ST002,MD005,0,0,0,0,0.0
low_demand,3,5,ST002,MD006,0,0,0,0,0.0
low_demand,3,5,ST002,MD007,0,0,0,0,0.0
low_demand,3,5,ST002,MD008,0,0,0,0,0.0
low_demand,3,5,ST002,MD009,0,0,0,0,0.0
low_demand,3,5,ST002,MD010,5,0,5,0,0.0
low_demand,3,5,ST002,MD011,0,0,0,0,0.0
low_demand,3,5,ST002,MD012,5,0,5,0,0.0
low_demand,3,5,ST002,MD013,0,0,0,0,0.0
low_demand,3,5,ST002,MD014,0,0,0,0,0.0
low_demand,3,5,ST002,MD015,0,0,0,0,0.0
low_demand,3,5,ST002,MD016,1,0,1,0,0.0
low_demand,3,5,ST002,MD017,0,0,0,0,0.0
low_demand,3,5,ST002,MD018,0,0,0,0,0.0
low_demand,3,5,ST002,MD019,1,0,1,0,0.0
low_demand,3,5,ST002,MD020,0,0,0,0,0.0
low_demand,3,5,ST002,MD021,3,0,3,0,0.0
low_demand,3,5,ST002,MD022,0,0,0,0,0.0
low_demand,3,5,ST002,MD023,0,0,0,0,0.0
low_demand,3,5,ST002,MD024,0,0,0,0,0.0
low_demand,3,5,ST002,MD025,0,0,0,0,0.0
low_demand,3,5,ST002,MD026,0,0,0,0,0.0
low_demand,3,5,ST002,MD027,1,0,1,0,0.0
low_demand,3,5,ST002,MD028,0,0,0,0,0.0
low_demand,3,5,ST002,MD029,0,0,0,0,0.0
low_demand,3,5,ST002,MD030,1,0,1,0,0.0
low_demand,3,5,ST002,MD031,0,0,0,0,0.0
low_demand,3,5,ST002,MD032,0,0,0,0,0.0
low_demand,3,5,ST002,MD033,0,0,0,0,0.0
low_demand,3,5,ST002,MD034,0,0,0,0,0.0
low_demand,3,5,ST002,MD035,0,0,0,0,0.0
low_demand,3,5,ST002,MD036,0,0,0,0,0.0
low_demand,3,5,ST002,MD037,0,0,0,0,0.0
low_demand,3,5,ST002,MD038,1,0,1,0,0.0
low_demand,3,5,ST002,MD039,1,0,1,0,0.0
low_demand,3,5,ST002,MD040,0,0,0,0,0.0
low_demand,3,5,ST002,MD041,0,0,0,0,0.0
low_demand,3,5,ST002,MD042,0,0,0,0,0.0
low_demand,3,5,ST002,MD043,1,0,1,0,0.0
low_demand,3,5,ST002,MD044,0,0,0,0,0.0
low_demand,3,5,ST002,MD045,0,0,0,0,0.0
low_demand,3,5,ST002,MD046,0,0,0,0,0.0
low_demand,3,5,ST002,MD047,0,0,0,0,0.0
low_demand,3,5,ST002,MD048,0,0,0,0,0.0
low_demand,3,5,ST002,MD049,0,0,0,0,0.0
low_demand,3,5,ST002,MD050,1,0,1,0,0.0
low_demand,3,5,ST002,MD051,0,0,0,0,0.0
low_demand,3,5,ST002,MD052,1,0,1,0,0.0
low_demand,3,5,ST002,MD053,0,0,0,0,0.0
low_demand,3,5,ST002,MD054,0,0,0,0,0.0
low_demand,3,5,ST002,MD055,0,0,0,0,0.0
low_demand,3,5,ST002,MD056,0,0,0,0,0.0
low_demand,3,5,ST002,MD057,0,0,0,0,0.0
low_demand,3,5,ST002,MD058,0,0,0,0,0.0
low_demand,3,5,ST002,MD059,0,0,0,0,0.0
low_demand,3,5,ST002,MD060,0,0,0,0,0.0
low_demand,3,5,ST003,MD001,0,0,0,0,0.0
low_demand,3,5,ST003,MD002,0,0,0,0,0.0
low_demand,3,5,ST003,MD003,0,0,0,0,0.0
low_demand,3,5,ST003,MD004,0,0,0,0,0.0
low_demand,3,5,ST003,MD005,0,0,0,0,0.0
low_demand,3,5,ST003,MD006,0,0,0,0,0.0
low_demand,3,5,ST003,MD007,0,0,0,0,0.0
low_demand,3,5,ST003,MD008,0,0,0,0,0.0
low_demand,3,5,ST003,MD009,0,0,0,0,0.0
low_demand,3,5,ST003,MD010,4,0,4,0,0.0
low_demand,3,5,ST003,MD011,0,0,0,0,0.0
low_demand,3,5,ST003,MD012,6,0,6,0,0.0
low_demand,3,5,ST003,MD013,0,0,0,0,0.0
low_demand,3,5,ST003,MD014,0,0,0,0,0.0
low_demand,3,5,ST003,MD015,1,0,1,0,0.0
low_demand,3,5,ST003,MD016,2,0,2,0,0.0
low_demand,3,5,ST003,MD017,1,0,1,0,0.0
low_demand,3,5,ST003,MD018,0,0,0,0,0.0
low_demand,3,5,ST003,MD019,4,0,4,0,0.0
low_demand,3,5,ST003,MD020,0,0,0,0,0.0
low_demand,3,5,ST003,MD021,1,0,1,0,0.0
low_demand,3,5,ST003,MD022,0,0,0,0,0.0
low_demand,3,5,ST003,MD023,0,0,0,0,0.0
low_demand,3,5,ST003,MD024,1,0,1,0,0.0
low_demand,3,5,ST003,MD025,0,0,0,0,0.0
low_demand,3,5,ST003,MD026,0,0,0,0,0.0
low_demand,3,5,ST003,MD027,1,0,1,0,0.0
low_demand,3,5,ST003,MD028,0,0,0,0,0.0
low_demand,3,5,ST003,MD029,0,0,0,0,0.0
low_demand,3,5,ST003,MD030,0,0,0,0,0.0
low_demand,3,5,ST003,MD031,0,0,0,0,0.0
low_demand,3,5,ST003,MD032,1,0,1,0,0.0
low_demand,3,5,ST003,MD033,0,0,0,0,0.0
low_demand,3,5,ST003,MD034,0,0,0,0,0.0
low_demand,3,5,ST003,MD035,1,0,1,0,0.0
low_demand,3,5,ST003,MD036,0,0,0,0,0.0
low_demand,3,5,ST003,MD037,0,0,0,0,0.0
low_demand,3,5,ST003,MD038,4,0,4,0,0.0
low_demand,3,5,ST003,MD039,0,0,0,0,0.0
low_demand,3,5,ST003,MD040,0,0,0,0,0.0
low_demand,3,5,ST003,MD041,0,0,0,0,0.0
low_demand,3,5,ST003,MD042,0,0,0,0,0.0
low_demand,3,5,ST003,MD043,0,0,0,0,0.0
low_demand,3,5,ST003,MD044,1,0,1,0,0.0
low_demand,3,5,ST003,MD045,0,0,0,0,0.0
low_demand,3,5,ST003,MD046,0,0,0,0,0.0
low_demand,3,5,ST003,MD047,0,0,0,0,0.0
low_demand,3,5,ST003,MD048,0,0,0,0,0.0
low_demand,3,5,ST003,MD049,0,0,0,0,0.0
low_demand,3,5,ST003,MD050,2,0,2,0,0.0
low_demand,3,5,ST003,MD051,0,0,0,0,0.0
low_demand,3,5,ST003,MD052,2,0,2,0,0.0
low_demand,3,5,ST003,MD053,0,0,0,0,0.0
low_demand,3,5,ST003,MD054,0,0,0,0,0.0
low_demand,3,5,ST003,MD055,0,0,0,0,0.0
low_demand,3,5,ST003,MD056,0,0,0,0,0.0
low_demand,3,5,ST003,MD057,0,0,0,0,0.0
low_demand,3,5,ST003,MD058,0,0,0,0,0.0
low_demand,3,5,ST003,MD059,0,0,0,0,0.0
low_demand,3,5,ST003,MD060,0,0,0,0,0.0
low_demand,3,5,ST004,MD001,0,0,0,0,0.0
low_demand,3,5,ST004,MD002,0,0,0,0,0.0
low_demand,3,5,ST004,MD003,0,0,0,0,0.0
low_demand,3,5,ST004,MD004,0,0,0,0,0.0
low_demand,3,5,ST004,MD005,0,0,0,0,0.0
low_demand,3,5,ST004,MD006,0,0,0,0,0.0
low_demand,3,5,ST004,MD007,0,0,0,0,0.0
low_demand,3,5,ST004,MD008,0,0,0,0,0.0
low_demand,3,5,ST004,MD009,0,0,0,0,0.0
low_demand,3,5,ST004,MD010,5,0,5,0,0.0
low_demand,3,5,ST004,MD011,0,0,0,0,0.0
low_demand,3,5,ST004,MD012,1,0,1,0,0.0
low_demand,3,5,ST004,MD013,0,0,0,0,0.0
low_demand,3,5,ST004,MD014,0,0,0,0,0.0
low_demand,3,5,ST004,MD015,0,0,0,0,0.0
low_demand,3,5,ST004,MD016,1,0,1,0,0.0
low_demand,3,5,ST004,MD017,0,0,0,0,0.0
low_demand,3,5,ST004,MD018,0,0,0,0,0.0
low_demand,3,5,ST004,MD019,1,0,1,0,0.0
low_demand,3,5,ST004,MD020,0,0,0,0,0.0
low_demand,3,5,ST004,MD021,0,0,0,0,0.0
low_demand,3,5,ST004,MD022,0,0,0,0,0.0
low_demand,3,5,ST004,MD023,0,0,0,0,0.0
low_demand,3,5,ST004,MD024,0,0,0,0,0.0
low_demand,3,5,ST004,MD025,0,0,0,0,0.0
low_demand,3,5,ST004,MD026,0,0,0,0,0.0
low_demand,3,5,ST004,MD027,2,0,2,0,0.0
low_demand,3,5,ST004,MD028,0,0,0,0,0.0
low_demand,3,5,ST004,MD029,0,0,0,0,0.0
low_demand,3,5,ST004,MD030,0,0,0,0,0.0
low_demand,3,5,ST004,MD031,0,0,0,0,0.0
low_demand,3,5,ST004,MD032,0,0,0,0,0.0
low_demand,3,5,ST004,MD033,0,0,0,0,0.0
low_demand,3,5,ST004,MD034,0,0,0,0,0.0
low_demand,3,5,ST004,MD035,0,0,0,0,0.0
low_demand,3,5,ST004,MD036,0,0,0,0,0.0
low_demand,3,5,ST004,MD037,0,0,0,0,0.0
low_demand,3,5,ST004,MD038,3,0,3,0,0.0
low_demand,3,5,ST004,MD039,0,0,0,0,0.0
low_demand,3,5,ST004,MD040,0,0,0,0,0.0
low_demand,3,5,ST004,MD041,0,0,0,0,0.0
low_demand,3,5,ST004,MD042,0,0,0,0,0.0
low_demand,3,5,ST004,MD043,0,0,0,0,0.0
low_demand,3,5,ST004,MD044,1,0,1,0,0.0
low_demand,3,5,ST004,MD045,0,0,0,0,0.0
low_demand,3,5,ST004,MD046,0,0,0,0,0.0
low_demand,3,5,ST004,MD047,0,0,0,0,0.0
low_demand,3,5,ST004,MD048,0,0,0,0,0.0
low_demand,3,5,ST004,MD049,0,0,0,0,0.0
low_demand,3,5,ST004,MD050,0,0,0,0,0.0
low_demand,3,5,ST004,MD051,0,0,0,0,0.0
low_demand,3,5,ST004,MD052,1,0,1,0,0.0
low_demand,3,5,ST004,MD053,0,0,0,0,0.0
low_demand,3,5,ST004,MD054,0,0,0,0,0.0
low_demand,3,5,ST004,MD055,0,0,0,0,0.0
low_demand,3,5,ST004,MD056,0,0,0,0,0.0
low_demand,3,5,ST004,MD057,0,0,0,0,0.0
low_demand,3,5,ST004,MD058,0,0,0,0,0.0
low_demand,3,5,ST004,MD059,0,0,0,0,0.0
low_demand,3,5,ST004,MD060,0,0,0,0,0.0
low_demand,3,5,ST005,MD001,0,0,0,0,0.0
low_demand,3,5,ST005,MD002,0,0,0,0,0.0
low_demand,3,5,ST005,MD003,0,0,0,0,0.0
low_demand,3,5,ST005,MD004,0,0,0,0,0.0
low_demand,3,5,ST005,MD005,0,0,0,0,0.0
low_demand,3,5,ST005,MD006,0,0,0,0,0.0
low_demand,3,5,ST005,MD007,0,0,0,0,0.0
low_demand,3,5,ST005,MD008,0,0,0,0,0.0
low_demand,3,5,ST005,MD009,0,0,0,0,0.0
low_demand,3,5,ST005,MD010,3,0,3,0,0.0
low_demand,3,5,ST005,MD011,0,0,0,0,0.0
low_demand,3,5,ST005,MD012,3,0,3,0,0.0
low_demand,3,5,ST005,MD013,0,0,0,0,0.0
low_demand,3,5,ST005,MD014,0,0,0,0,0.0
low_demand,3,5,ST005,MD015,0,0,0,0,0.0
low_demand,3,5,ST005,MD016,2,0,2,0,0.0
low_demand,3,5,ST005,MD017,0,0,0,0,0.0
low_demand,3,5,ST005,MD018,0,0,0,0,0.0
low_demand,3,5,ST005,MD019,3,0,3,0,0.0
low_demand,3,5,ST005,MD020,0,0,0,0,0.0
low_demand,3,5,ST005,MD021,1,0,1,0,0.0
low_demand,3,5,ST005,MD022,0,0,0,0,0.0
low_demand,3,5,ST005,MD023,0,0,0,0,0.0
low_demand,3,5,ST005,MD024,2,0,2,0,0.0
low_demand,3,5,ST005,MD025,0,0,0,0,0.0
low_demand,3,5,ST005,MD026,0,0,0,0,0.0
low_demand,3,5,ST005,MD027,2,0,2,0,0.0
low_demand,3,5,ST005,MD028,0,0,0,0,0.0
low_demand,3,5,ST005,MD029,0,0,0,0,0.0
low_demand,3,5,ST005,MD030,0,0,0,0,0.0
low_demand,3,5,ST005,MD031,0,0,0,0,0.0
low_demand,3,5,ST005,MD032,0,0,0,0,0.0
low_demand,3,5,ST005,MD033,0,0,0,0,0.0
low_demand,3,5,ST005,MD034,0,0,0,0,0.0
low_demand,3,5,ST005,MD035,3,0,3,0,0.0
low_demand,3,5,ST005,MD036,0,0,0,0,0.0
low_demand,3,5,ST005,MD037,1,0,1,0,0.0
low_demand,3,5,ST005,MD038,2,0,2,0,0.0
low_demand,3,5,ST005,MD039,1,0,1,0,0.0
low_demand,3,5,ST005,MD040,0,0,0,0,0.0
low_demand,3,5,ST005,MD041,0,0,0,0,0.0
low_demand,3,5,ST005,MD042,0,0,0,0,0.0
low_demand,3,5,ST005,MD043,1,0,1,0,0.0
low_demand,3,5,ST005,MD044,1,0,1,0,0.0
low_demand,3,5,ST005,MD045,0,0,0,0,0.0
low_demand,3,5,ST005,MD046,1,0,1,0,0.0
low_demand,3,5,ST005,MD047,0,0,0,0,0.0
low_demand,3,5,ST005,MD048,0,0,0,0,0.0
low_demand,3,5,ST005,MD049,0,0,0,0,0.0
low_demand,3,5,ST005,MD050,0,0,0,0,0.0
low_demand,3,5,ST005,MD051,0,0,0,0,0.0
low_demand,3,5,ST005,MD052,0,0,0,0,0.0
low_demand,3,5,ST005,MD053,0,0,0,0,0.0
low_demand,3,5,ST005,MD054,0,0,0,0,0.0
low_demand,3,5,ST005,MD055,0,0,0,0,0.0
low_demand,3,5,ST005,MD056,0,0,0,0,0.0
low_demand,3,5,ST005,MD057,1,0,1,0,0.0
low_demand,3,5,ST005,MD058,0,0,0,0,0.0
low_demand,3,5,ST005,MD059,0,0,0,0,0.0
low_demand,3,5,ST005,MD060,0,0,0,0,0.0
low_demand,3,5,ST006,MD001,0,0,0,0,0.0
low_demand,3,5,ST006,MD002,1,0,1,0,0.0
low_demand,3,5,ST006,MD003,0,0,0,0,0.0
low_demand,3,5,ST006,MD004,0,0,0,0,0.0
low_demand,3,5,ST006,MD005,0,0,0,0,0.0
low_demand,3,5,ST006,MD006,2,0,2,0,0.0
low_demand,3,5,ST006,MD007,0,0,0,0,0.0
low_demand,3,5,ST006,MD008,0,0,0,0,0.0
low_demand,3,5,ST006,MD009,0,0,0,0,0.0
low_demand,3,5,ST006,MD010,8,0,8,0,0.0
low_demand,3,5,ST006,MD011,0,0,0,0,0.0
low_demand,3,5,ST006,MD012,4,0,4,0,0.0
low_demand,3,5,ST006,MD013,0,0,0,0,0.0
low_demand,3,5,ST006,MD014,0,0,0,0,0.0
low_demand,3,5,ST006,MD015,0,0,0,0,0.0
low_demand,3,5,ST006,MD016,8,0,8,0,0.0
low_demand,3,5,ST006,MD017,0,0,0,0,0.0
low_demand,3,5,ST006,MD018,0,0,0,0,0.0
low_demand,3,5,ST006,MD019,1,0,1,0,0.0
low_demand,3,5,ST006,MD020,0,0,0,0,0.0
low_demand,3,5,ST006,MD021,6,0,6,0,0.0
low_demand,3,5,ST006,MD022,0,0,0,0,0.0
low_demand,3,5,ST006,MD023,0,0,0,0,0.0
low_demand,3,5,ST006,MD024,1,0,1,0,0.0
low_demand,3,5,ST006,MD025,0,0,0,0,0.0
